Biography,DateOfBirth,FirstName,Nationality,Role,SecondName
Donia Fouad began her career as a presenter on the al-Hurra network. Thereafter a half hour meeting with Nour el-Shereef in his office was to change her life forever as a few days later the veteran actor nominated her for a role on the television series “al-Daly”. Thus Donia was,25 July 1987,Dina,Egypt,Actor,Fouad
,NULL,Marwa,Egypt,Editor,Soliman 
,NULL,Ahmed,Egypt,Actor,Bassiouni
,NULL,محمد,null,Cinematographer,عبدالروؤف
,NULL,ريم,null,MusicComposer,شقوير
, 6 January 1950,Nadia,Egypt,Actor,Fahmy
,NULL,زكي,Egypt,Actor,فتحي
,25 July 1959,Hamdy,Egypt,Actor,Hikal
,NULL,أحمد,Egypt,Actor,مهند
,30 July 1983,Mohamed,Egypt,Actor,El Keblawy
,NULL,مختار,Egypt,Actor,المحجوبي
,NULL,ساندرا,Egypt,Director,جيزي
,NULL,Amira,Egypt,Actor,
,NULL,Sameh,Egypt,Actor,Amin
,17 June 1965,Adel,Egypt,Actor,Ammar
,NULL,Sameh,Egypt,Actor,Abu Al-Ghar
,NULL,رمضان,Egypt,Producer,عامر
Reem Mostafa is an Egyptian actress. She started acting in television series in 2013 in the series “Fad Ishtibak” (Clash Break-up) and “Heba Regl Elghorab” (Heba the Crow's Leg). ,25 December 1986,Reem,Egypt,Actor,Mustafa
,NULL,Emy,Egypt,Actor,Al Behiri
Ghada is an actress who was born in Cairo. Her began her professional career with television commercials. Ghada graduated from the Faculty of Commerce. She took part in a play titled “Al Abanda” and in the “Abyad wa Iswid” (Black and White) trivia show. Ghada has also performed,25 December 1974,Ghada,Egypt,Actor,Adel
,NULL,باسل,Egypt,Actor,
Egyptian actor Mona Mamdoh was born in Cairo in 1984. She began her acting career in 2007 when she appeared in the film “Morgan Ahmed Morgan” alongside Adel Imam. Mamdoh played several small roles including her appearance in “Alf Mabrook” (A Thousand Congratulations; 2009) starri, 4 April 1984,Mona,Egypt,Actor,Mamdouh
,NULL,سمر,Egypt,Actor,هيادي
"Samy was born in the city of Mansoura in Dakahlia governorate. In addition to being an actor, he is also a  producer.
His career in entertainment started with work in theater and television. He graduated from the Institute of theatrical arts. His full name is Samy Tawfiq,[أزمة قلبية حادة]", 2 November 1946,Samy,Egypt,Actor,El Adl
,NULL,رنا,Syria,Actor,محمود
,NULL,Maryam,Egypt,Actor,Al Sokary
,29 October 1988,Karim,Egypt,Writer,Samy
,NULL,Taher,Egypt,Actor,Abu Lela
"Shady Aly is an Egyptian television and film director. He graduated from the cinematography department in the High Cinema Institute in 1997. He is most known for being the cinematographer in films including ""Ezaa'at Hob"" (Love Broadcast) and ""Bolteya El",20 May 1975,Shady,Egypt,Cinematographer,Ali
,16 December 1989,Mahmoud,Egypt,Actor,Hegazy
,NULL,وحيد,Egypt,Actor,مصطفى
"Sawsan Badr (born Suzan Abu Taleb) is an Egyptian film, stage and television actress who was born in Cairo, Egypt, on September 25, 1957. She graduated from the High Institute of Theatrical Arts in 1979, after discontinuing her studies in the faculty of science. She's",25 September 1957,Sawsan,Egypt,Actor,Bader
,NULL,Amr,Egypt,Actor,Al Maghrebi
"Mahmoud Masoud, born in 1952, is an Egyptian actor who received his Bachelor’s degree from the Higher Institute of Dramatic Arts in 1975. After graduating, Masoud worked at the Vanguard Theater, then starred in a number of films, among them “Maganeeno,"" “Al-Motamarid” (The,[هبوط فى الدورة الدموية.]", 3 September 1952,Mahmoud,Egypt,Actor,Masoud
"Born in Al-Mahalla al-Kubra (Delta of Egypt) in September 6, she is the daughter of the Egyptian actor “Ashraf Abdul Ghafour”. Rihaam played the leading female role with Muhammad Heneidy and Ashraf Abdul Baky in the film “Saaheb Sahbo – Best friends”. She studied Commerce –", 6 September 1978,Riham,Egypt,Actor,Abdulghafour
,NULL,Mohamed,Egypt,MusicComposer,Elsawy
,15 September 1979,Ahmed,Egypt,Writer,Barea
,12 June 1951,Adel,Egypt,Actor,Abu Al Gheet
"Mina Elnagar is an Egyptian stage and film actor, radio voice actor, and theatre director. he graduated from medical school in 2008 with a BS in Medicine and Surgery. Following this he pursued theatre, with roles in a number of theatre productions like “Om el Donya,” an Egyptian",25 August 1985,Mina,Egypt,Actor,El Naggar
"Originally an economics major, Entesar began her career as an actress completely by chance.  She starred in a few college plays and her friends encouraged her to try out for the movie ""Apple"" which she later landed a role in.  She was discovered by Ra'fat Elmeehy,", 8 January 1971,Entsar,Egypt,Actor,
,24 April 1971,Khaled,Egypt,MusicComposer,Hammad
"Saameh graduated from High Institute of Cinema in 1996, Editing department. Started as a director in the Egyptian television then directed some of Haala Sarhaan’s shows with whom he moved to work at Rotana channel to direct the same show.
He also directed many video clips and his",18 September 1976,Sameh,Egypt,Director,Abdelaziz
,20 December 1975,Shady,Egypt,Director,Youssry
,25 October 1987,Hesham,Egypt,Producer,el Halaby
"Khaled Dagher studied music at the high institute of music here in Egypt ""The Conservatoire"" from a very young age.He graduated in 1992 and achieved his masters in arts in 2003 and his Phd in 2007. He plays the cello and played in many Egyptian and non Egyptian",NULL,Khaled,Egypt,MusicComposer,Dagher
, 9 March 1950,Mahmoud,Egypt,Actor,Bashir
,NULL,Ashraf,Egypt,Actor,Ghazal
,NULL,Vincent,France,MusicComposer,Segal
,NULL,Siham,null,Actor,Abdel Messeeh
,NULL,Namir,Egypt,Actor,Abdel Messeeh
,NULL,Salah,Egypt,Actor,Beibawy
,15 September 1977,Mahmoud,Egypt,Actor,Gharib
,NULL,كريم,Egypt,Actor,حسين
,NULL,Hamdi,Egypt,Actor,Abbas
,NULL,Nicolas,null,Cinematographer,Duchêne
,NULL,Khaled,Egypt,Actor,Mansour
,14 July 1973,Ayman,Egypt,Actor,Zaki
"Sammy Sheikh is an Egyptian actor. He lives in Los Angeles and Cairo. He debuted in ""The Big Bang Theory"" in 2007, and then appeared in several films and television series, including """,15 November 1981,Sammy,Egypt,Actor,Sheik
,24 April 1975,Ahmed,Egypt,Actor,Al-Sayed
,NULL,Mohamed,Egypt,GraphicDesigner,Reaoo 
,NULL,Noha,Egypt,Editor, ElBahtiti
,NULL,Wafa,Egypt,Director,Abu Eldiaa
, 5 July 1980,Essam,Egypt,Writer,Hosny
,NULL,Karim,Egypt,Cinematographer,Nabil
,NULL,Emad,Egypt,Actor,Ismail
,NULL,Alexander,null,Writer,Denias
, 4 November 1970,Sanaa,Morocco,Actor,Muzian
,NULL,Eman,Egypt,Actor,Lotfy
,NULL,Shaimaa,Egypt,Actor,Hassan
,NULL,Mahmoud,Egypt,Director,El Farsy
,NULL,فيفي,Egypt,Actor,منصور
,NULL,Islam,Egypt,Actor,Fahmy
,NULL,Ahmed,Egypt,Actor,Farid
,NULL,Mona,Egypt,Actor,El Halawani
,NULL,Tariq,Egypt,Actor,El Sayed
, 4 February 1968,Ehab,Egypt,Writer,Fathy
,NULL,معامل,Egypt,Laboratory,جهاز السينما
,13 September 1965,WAEL,Egypt,Writer,ABOULSEOUD
,30 November 2014,محمود,Egypt,Producer,الصافى
,NULL,Amira,Egypt,Editor,Mukhtar
,NULL,,Egypt,Producer,Sene Rama film
,NULL,أيمن,Egypt,Producer,العرب
,NULL,إيهاب,Egypt,Actor,أحمد خليل
,NULL,يسري,Egypt,Actor,جو
,18 June 1945,Sayed,Egypt,Actor,Sadek
,NULL,هايدي,Egypt,Actor,نجم
,NULL,كمال,Egypt,Actor,المنياوي
,NULL,Magdy,Egypt,Actor,Mohamed
,NULL,نور,Egypt,Actor,مجدي
,NULL,نادر,Egypt,Actor,فرنسيس
,NULL,وداد,Egypt,Actor,عبد المنعم
,NULL,حسن,Egypt,Actor,ابو سيف
,NULL,هاني,Egypt,Actor,أحمد
,NULL,نور,Egypt,Actor,محمد الحسيني
,NULL,أحمد,Egypt,Actor,نيس   
,NULL,Shaker,Egypt,Actor,Abdel Hay
,NULL,Murad,Egypt,Actor,Galal
"Hala Sedky George Younan earned her degree in literature in 1981. She excelled at sports and was a champion swimmer. As a child, Hala spent some time in the United States and began her artistic career upon her return to Egypt. Her role in the TV series “Rihlat Million” drew atten",15 June 1961,Hala,Egypt,Actor,Sedqy
,NULL,Abdul,Egypt,Actor,Salam Khalaf
, 6 July 1977,Ahmed,Egypt,Director,Owise
"The famous actor Nabil Ahmed El Hagrasy was born in Alexandria. He was married to actress Isaad Younis when she was still an anchor after a while they got divorced.
Nabil Ahmed has presented many plays including ""Asl Wa Soura- Origin and Copy"", ""Ana We Meraty We",31 January 1937,Nabil,Egypt,Actor,El-Hegrassy 
,NULL,Mohammed,Egypt,Actor,El Sadaany
,NULL,Zeezee,Egypt,Actor,Muhammad
,NULL,Ali,Egypt,Actor,Adel
, 1 October 1940,Raouf,Egypt,Actor,Moustafa
,29 August 1954,Reda,Egypt,Actor,Hamed
,NULL,نرمين,Egypt,Actor,فودة
"Ahmed Azmy started his career at a very early age. His career path began at the age of 11, when he used to write poems and send them to a children's radio show. His poems and letters were so moving, that they grabbed the attention of Mohamed Hamdy, the president of radio",23 April 1972,Ahmed,Egypt,Actor,Azmy
,NULL,Jihan,Egypt,Actor,Mohamed
,NULL,Hani,Egypt,Actor,Al-Bashlawi
,NULL,Youssef,Egypt,Actor,Khaled
,NULL,ليلى,Egypt,Actor,عادل
,NULL,مونيا,Egypt,Actor,محمد
,NULL,بيبو,Egypt,Actor,
,NULL,Mostafa,Egypt,Actor,Salama
,NULL,سيد,Egypt,Actor,محمد عرفة
,NULL,كريم,Egypt,ArtDirector,شاتيلا
,NULL,Hosam,Egypt,Director,Al-Gohary
,NULL,Saif,Jordan,Director,Al Saher
,NULL,أحمد,Egypt,MusicComposer,عبدالسلام
"Essaf grew up with a love of music ranging from rock to the classics. He was discovered by his neighbor who encouraged him to study music to cement his natural talent as a singer. This encouragement led Essaf to try out for the reality TV show ""Star Maker"" where he was",23 October 1977,Essaf,Egypt,Actor,
,NULL,Basma,Egypt,Actor,Magdy
,NULL,Maha,Egypt,Actor,Othman
,NULL,عبدالرحمن,Egypt,Actor,المصري
,21 November 1979,Romany,Egypt,null,Maher
,NULL,مختار,Egypt,Actor,علي
,NULL,Noor,Syria,Actor,Arnaoot (Noor Helal)
"Abdel Basset Hamouda is an Egyptian Shaabi singer. He was born in Alexandria in 1960, and started his singing career by performing in weddings and religious gatherings at his hometown and its neighbouring towns. He then started recording singles, which after achieving widespread", 5 January 1960,Abdel,Egypt,Actor,Basset Hamouda
,24 May 2020,Abdel-Nabi,Egypt,Actor,El-Sayed
,25 March 1995,Ahmed,Egypt,Director,yousef
,13 February 1977,Sherif,Egypt,PublicRelations,Abdin
,NULL,Mohamed,Egypt,ArtDirector,Attia
,15 June 1981,Ahmed,Egypt,Editor,Hamdy
"Hesham Nazih is an Egyptian music and film/television series score composer. He started his career in 1992, composing the scores of very famous and successful films, including Hysteria, Tito, and Elfeel El Azraq (The Blue Elephant). He also composed scores for the television",23 October 1972,Hesham,Egypt,MusicComposer,Nazih
,NULL,Misr,Egypt,Producer,International Films
,NULL,Adnan,Egypt,Director,zaher
,NULL,Safwan,Egypt,Director,Nasser El Din
,NULL,Mustafa,Egypt,Actor,Ashe Ashe
,NULL,Ala,Egypt,Editor,Albhedy
,NULL,Adel,Egypt,Writer,Bakheet
"Mohamed is the son of (the performer) Ibrahim Yousry. He has loved acting from a young age despite his father’s objections.
After completing his studies in (international commerce), Mohamed devoted himself to realizing his dream. He has since acted in more than one",10 August 1989,Mohamed,Egypt,Actor,Yousry
"The Show dancer and member of the musical union ""Sama El Masry"" was born on the 19th of January 1980. She started her career as a singer.",15 July 1976,Sama,Egypt,Actor,Al Massri
,NULL,Emad,Egypt,null,El Sebae
An Egyptian actor famous for his leading roles. He participated in many movies ,NULL,Ayman,Egypt,Actor,Ismail
,NULL,إلينا,Russia,null,سربرياكوفا
,11 August 2020,بيلا,Egypt,null,كشك
,NULL,أبو,Jordan,Actor,عدي
,NULL,حازم,Egypt,Actor,البحيري
,NULL,Abdulrahman,Egypt,Actor,Nasr
,NULL,Omar,Egypt,Actor,Talaat Zakria
, 3 August 1980,Muhammad,Jordan,Actor,Al Majali
,NULL,Haitham,Egypt,Writer,Yahya
, 8 January 1984,Tamer,Egypt,Director,Eissa
,NULL,أدهم,Egypt,Laboratory,السايح
"Reem El Baroudy is an Egyptian actress who was born on October 6, 1978. Even though she graduated from the Faculty of Tourism and Hotels, she continued to pursue acting, which she started when she was 15 years old when she appeared in commercials. Her first acting role was in the", 6 October 1978,Reem,Egypt,Actor,Al Baroudi
,NULL,Maii,Egypt,MusicComposer,Waleed
,NULL,شادي,Egypt,MusicComposer,الجارف
,NULL,شادي,Egypt,MusicComposer,سمير
,NULL,ماسكرة,Egypt,MusicComposer,
,NULL,Marwan,Egypt,Actor,Musallam
,NULL,محمد,Egypt,Cinematographer,عكاشة
,NULL,Ahmed,Egypt,Director,Khaled Amin
,NULL,سمر,Egypt,Editor,يعقوب
,NULL,محمد,Egypt,SoundEngineer,إبراهيم طه
"Gamal Khazeem is an Egyptian director. He was born in 1981 in the city of Suez. He worked in films like ""Enta Omry"", Shorom Borom"" and ""Al Fagoumi"", and television series like ""Zahrat Albareya"" and ""El Walda Basha"".",20 October 1981,Gamal,Egypt,Director,Khoziem
"Nader began his career in cinema by writing the script for “Howa fee Eih?” which starred Mohamed Fouad and Ahmed Adam. Thereafter Ahmed moved on to write films which starred most of Egypt’s comedy actors, performers of the like of Ahmed Helmy and Mohamed Sa’ad. 
Nader has also",NULL,Nader,Egypt,Writer,Salah Al-Din
,NULL,زبيدة,Egypt,Actor,
,11 October 1982,Mohammed,Egypt,Producer,Osama
,NULL,Muhammad,Egypt,Actor,Yourka
,NULL,أحمد,Egypt,Actor,عبدالجواد
,NULL,Mohamed,Egypt,Actor,El Arabi
,NULL,زهرة,Egypt,Actor,محمد سعيد
,NULL,خالد,Egypt,Actor,حسنين
, 3 August 1975,Salah,Egypt,Director,El-Gazzar
,NULL,Artist,Egypt,Actor,Sarah Joseph
,NULL,Joseph,Egypt,Actor,Wahby
,NULL,Panorama,Egypt,Producer,Drama For Media Production
,NULL,Hunayn,Egypt,Actor,
,NULL,Mahmoud,Egypt,Actor,Al-Kheshen
Shereen began her career with appearances on advertisements as a child and thereafter she transitioned to television series. At 15 she had her cinema debut in the title “Hamada Yel’ab” (“Hamada is Playing”) which was followed by roles on several television dramas such as “Hayyati,19 April 1988,Shery,Egypt,Actor,Adel
,NULL,Mohamed,Egypt,Producer,Fathy
,NULL,خالد,Egypt,Producer,سعد
,NULL,Halimo,Egypt,Actor,
Layla is a distinguished Egyptian child actress who drew attention for her excellent acting. She is the daughter of artist Ahmed Zaher.,30 August 2003,Layla,Egypt,Actor,Ahmed Zaher
,NULL,Tawfiq,Egypt,Actor,Samy
,NULL,Essam,Egypt,Actor,Ibrahim
,NULL,Amr,Egypt,Actor,Abu Al-Nasr
,NULL,Katiana,Egypt,Actor,
,NULL,Hesham,Egypt,Actor,Hassanein
,NULL,نجاتي,Egypt,Actor,البحيري
,NULL,Rasha,Egypt,Actor,Amin
,NULL,Rasha,Egypt,Actor,Fouad
,27 May 1967,Sameh,Egypt,Actor,Halawani
,19 August 1981,Omar,Egypt,Actor,Boflot
,14 November 1990,Aya,Egypt,Actor,Tariq
,NULL,Henny,US,Actor,Bosman
,NULL,Mohammad,Egypt,Actor,Naseer
,NULL,Sherif,Egypt,Actor,Zaki
,NULL,جيهان,Egypt,Actor,احمد
,NULL,Ayman,Egypt,Producer,Shawky
,NULL,Joyeri,Egypt,Actor,
,NULL,Nasser,Egypt,Actor,Awad
,17 June 1987,Ahmed,Egypt,Producer,Mahdy
,31 January 1963,Ramadan,Egypt,Actor,Khater
,NULL,زيد,Jordan,MusicComposer,فريد
"Aida El Kashef graduated from the High Cinema Institute in Cairo in 2009, she specialized in film directing. Her graduation project ""Rhapsody In autumn"" won several awards including the Silver Arab Muhr Award at the Dubai International Film Festival. After graduation",17 June 1990,Aida,Egypt,Actor,El Kashef
,NULL,Ayman,Egypt,Actor,Abdel Raouf
,NULL,Bishoy,Egypt,Actor,samy
,NULL,Maysoon,Egypt,Actor,El-Massry
,NULL,Asmaa,null,Actor,
,NULL,Yasser,Egypt,Director,Naeim
,23 November 1985,Maryam,Egypt,Actor,Saleh
,NULL,Mohammed,Egypt,Actor,El Saeedi
,NULL,Abu,null,Actor,Tareq
,NULL,Ali,Egypt,Actor,Abdel Gelel
,NULL,صالح,Egypt,Actor,محمد
,NULL,Muhammad,Egypt,Actor,Al Azazi
,NULL,Shery,Egypt,Actor,magdy
,NULL,Ahmed,Egypt,Writer,Hegazy
, 8 April 1988,mamdouh,Egypt,Other,abbas
,NULL,Ahmed,Egypt,Director,Mahmoud Abdelaziz
,NULL,Y-Crew,Egypt,MusicComposer,
,NULL,Karim,Egypt,Cinematographer,Ashraf
,NULL,نصير,Egypt,MusicComposer,
,NULL,أحمد,Egypt,SoundEngineer,مصطفى صالح
,NULL,خليلي,Egypt,Producer,الخليلي
,NULL,أمل,Egypt,Actor,سعيد
,23 April 1980,Nana,Lebanon,Actor,
,NULL,ماجد,Egypt,Producer,مكرم
,NULL,حسن,Egypt,Editor,التوني
,NULL,نهال,Egypt,ArtDirector,فاروق
Aly Ragab was born on the 25th of March 1964 in the city of Alexandria in Egypt. He studied engineering at Alexandria University. His extreme passion to art made his shift his interest art directing. Initially he worked as an assistant director in several movies such as,25 March 1964,Ali,Egypt,Director,Ragab
,NULL,Mohamed,Egypt,MusicComposer,Abozekry
,NULL,Fady,Egypt,Producer,Fahem
"Magry Shoukry is an Egyptian television actor who started his acting career at an older age at the beginning of the 21st Century. He has played a number of secondary roles, usually as a doctor, judge, businessman, or an important official and his career has been prolific. He can ",NULL,Magdy,Egypt,Actor,Shokry
,13 October 1975,Tamer,Egypt,SoundEngineer,El Demerdash
,NULL,عبدالله,Egypt,null,الماسك
Anyone who has been following developments in Egyptian cinema over the previous years would certainly have noticed that the industry has suffered from declining standards with regards to screenplays. Screenplays represent the backbone and the fundamental element for all, 7 December 1970,Nasser,Egypt,Writer,Abdulrahman
,NULL,امنية,Egypt,null,محسن
,NULL,هاني,Egypt,CostumeDesigner,ماهر
,NULL,وليد,Egypt,null,نجم
,NULL,Abdul,Egypt,null,Rahman Latif
,NULL,Mohamed,Egypt,Actor,Abo El Naga
,NULL,Farah,Egypt,null,Kamel
,10 March 1983,أحمد,Egypt,Actor,جمعة
,28 February 1988,Mohamed,Egypt,Director,Hassan
,NULL,Andrew,Egypt,Actor,Emad
,NULL,حسن,Egypt,Actor,شحاتة
,NULL,مينت,Egypt,Actor,
,NULL,جمال,Egypt,Actor,يونس
,NULL,سميحة,Egypt,Actor,
,NULL,سعيد,Egypt,Actor,رمزي
,NULL,ممدوح,Egypt,Actor,
,15 December 1982,تامر,Egypt,Actor,عادل
,NULL,Atef,Egypt,Actor,Nashed
,NULL,Amir,Egypt,null,Sharara
